run_id,fee_method,pool_id,token_pair,token_id,position_key,tick_lower,tick_upper,liquidity,fee_growth_inside0_last_x128,fee_growth_inside1_last_x128,fee_growth_global0_x128,fee_growth_global1_x128,tokens_owed0,tokens_owed1,estimated_uncollected_fee0,estimated_uncollected_fee1,estimated_uncollected_fee_usd,collected_fee_usd,pool_fee_velocity_usd,confidence,actual_position_required,future_probe_only,invalid_reason,read_only_safe,wallet_or_tx_touched,created_at
20260601_143401,simulated_position_fee_from_pool_proxy,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,,,,,,,,,,,,,,0.0022570616658648826,,0.0022570616658648826,high,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,0xACFE6019ED1A7DC6F7B508C02D1B04EC88CC21BF/WETH,,,,,,,,,,,,,,0.001679623779900631,,0.001679623779900631,low,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0x7ec6c9d993d9832aa654593f2dbc21303650bc6c,0xACFE6019ED1A7DC6F7B508C02D1B04EC88CC21BF/WETH,,,,,,,,,,,,,,0.001679623779900631,,0.001679623779900631,low,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,,,,,,,,,,,,,,0.007101890133292477,,0.007101890133292477,low,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0x8a8e4170c09074b109352190d47e54d7c1f61e4e,0x8B7DDE054BE9D180C1BE7FAE0874697374A49832/USDC,,,,,,,,,,,,,,0.007101890133292477,,0.007101890133292477,low,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,,,,,,,,,,,,,,0.003007921888321394,,0.003007921888321394,low,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,,,,,,,,,,,,,,0.003007921888321394,,0.003007921888321394,low,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,,,,,,,,,,,,,,0.014125390275089123,,0.014125390275089123,high,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,,,,,,,,,,,,,,0.014125390275089123,,0.014125390275089123,high,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,,,,,,,,,,,,,,0.0030014243752231624,,0.0030014243752231624,low,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,,,,,,,,,,,,,,0.0030014243752231624,,0.0030014243752231624,low,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,,,,,,,,,,,,,,0.0012450958111598714,,0.0012450958111598714,medium,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,,,,,,,,,,,,,,0.0012450958111598714,,0.0012450958111598714,medium,True,True,simulated_only_no_token_id,True,False,1780324492
20260601_143401,pool_level_fee_velocity_proxy,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,,,,,,,,,,,,,,0.0008032231904615344,,0.0008032231904615344,low,True,True,actual_position_fee_unavailable,True,False,1780324492
20260601_143401,simulated_position_fee_from_pool_proxy,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,,,,,,,,,,,,,,0.0008032231904615344,,0.0008032231904615344,low,True,True,simulated_only_no_token_id,True,False,1780324492
