chain,protocol,pool_type,pool_address,token_pair,fee_tier_or_fee_bps,tvl_proxy_usd,vol24h_usd,source_artifact,validation_status,selected_for_12h_retry,adapter_ready,collector_observable,reason
solana,raydium_clmm,clmm,D1dAuATCnvTKiXhyV9v19gSMe5ak7uMPDm8cUNASmJmJ,USWR/SOL,0,22.68,2935387.25,reports/lp_raydium_clmm_readonly_connector/20260604_034503/raydium_clmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_clmm,clmm,AQAGYQsdU853WAKhXM79CgNdoyhrRwXvYHX6qrDyC1FS,USD1/SOL,0,8661381.92,2883467.38,reports/lp_raydium_clmm_readonly_connector/20260604_034503/raydium_clmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,58oQChx4yWmvKdwLLZzBi4ChoCc2fqCUWBkwMihLYQo2,SOL/USDC,25,17080798.66,3485765.45,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,Q2sPHPdUWFMg7M7wwrQKLrn619cAucfRsmhVJffodSp,USELESS/SOL,25,4568664.18,1340661.62,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,J3b6dvheS2Y1cbMtVz5TCWXNegSjJDbUKxdUVDPoqmS7,arc/SOL,25,7534540.94,1207604.44,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,3bC2e2RxcfvF9oP22LvbaNsVwoS2T98q6ErCRoayQYdq,jellyjelly/SOL,25,8332268.96,1151173.74,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,H6CSKrr4PKGRWStpsLLXyDf74E1a9wukNXkH3tSWDVv5,SPACEX/SOL,25,231458.1,954334.78,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,HeYqEh2TmvqyXTUdqwQkSs7MjdzydS7NceesjoJu9QXP,SpaceX/SOL,25,229815.46,938224.84,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,DSUvc5qf5LJHHV5e2tD184ixotSnCnwj7i4jJa4Xsrmt,BOME/SOL,25,18306512.22,935531.96,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,Bzc9NZfMqkXR6fz1DBph7BDf9BroyEf6pnzESP7v5iiw,Fartcoin/SOL,25,11764818.26,858044.45,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,EP2ib6dYdEeqD8MfE2ezHCxX3kP3K2eLKkirfPm5eyMx,$WIF/SOL,25,8811885.22,835678.96,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,raydium_cpmm,v2_cpmm,9Tb2ohu5P16BpBarqd3N27WnkF51Ukfs8Z1GzzLDxVZW,GOAT/SOL,25,2405412.86,791866.6,reports/lp_raydium_cpmm_readonly_connector/20260604_040952/raydium_cpmm_candidate_source_collection.csv,verified_v2_universe,True,True,True,in_v2_universe_fully_observable
solana,meteora_dlmm,dlmm,5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,wSOL/USDC,0.02,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,JTO/USDC,1.5,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,6eR5rRdexbht8aiiQmYq7yKb7EhdD3af22B4mHDmCp8x,PUMP-HfAF/wSOL,2.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,H9b4sPAeiyN8DEcWa6MG2kvxqmCqBEpxmexwCh84jg4H,MINT-Axhc/USDC,2.5,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,6qz7THwQvcjF3HyDGLuKaLBUk6EyJKeZXZMWLAeiwfjd,MINT-BPxx/USDC,0.25,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,CnK82s8exdsK9nwqQ55kd9wcxoA22NwTchZJCBdu8LDa,PUMP-FeMb/wSOL,1.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,9bL8Pptpb8M2jEAb63EoarA6Po6Akarpha3JPzQfXGS3,MINT-Dnnm/wSOL,1.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,8ztFxjFPfVUtEf4SLSapcFj8GW2dxyUA9no2bLPq7H7V,MINT-Dz9m/wSOL,0.2,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,2G7fxAhBo1sE4SmS9fXQ3BFPEpga3kLf4UyAVyCcp9uf,PUMP-CPV5/wSOL,2.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,Cgnuirsk5dQ9Ka1Grnru7J8YW1sYncYUjiXvYxT7G4iZ,MINT-5UUH/wSOL,0.2,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,FhdW3Y6Ea6hXKbkGkt5YSAVtDNd5qJ8USevMaPyEr45S,MINT-3ZLe/USDC,0.2,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,6oFWm7KPLfxnwMb3z5xwBoXNSPP3JJyirAPqPSiVcnsp,BONK/wSOL,0.05,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,BCv5Ggg5563AYfkrErdXok2hKfjgUNtQ1A4yKuNbTjQ9,MINT-SKRb/wSOL,0.1,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,6VxKTxaV4yY18rpzNLJwKMt3kyyiv4hjFixCbhs7j5gp,MINT-9gnq/wSOL,2.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,DJ8qzBm3ZoRi4YiVmpiLBBuc67cq737vqaTNbMRJGcvZ,MINT-6SjV/wSOL,1.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
solana,meteora_dlmm,dlmm,8UYCgRrxZc3XKY8PBJDSKubAUP4mpbxoj1EZJ7A5G9wy,PUMP-33eu/wSOL,1.0,,,reports/lp_meteora_dlmm_known_pool_feed_expansion_overnight/20260603_174815/meteora_batch_pool_snapshot.csv,verified_on_chain_v3,True,True,True,verified_owner_program_is_meteora_dlmm_data_len_904_dlmm_sized
base,uniswap_v3,v3,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,100,,,reports/lp_base_10u_probe_execution_authorization_package/20260602_184806/FINAL_VERDICT.json + base_10u_probe_authorization_summary.json,verified_in_authorization_package,True,True,False,evm_collector_not_wired_into_smoke_mode_yet
base,uniswap_v3,v3,PENDING_BASE_UNIV3_RPC_VALIDATION,WETH/USDC,500,,,public_base_mainnet_uniswap_v3_factory_pool_listing,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet; pool_address_placeholder_pending_rpc_validation
base,uniswap_v3,v3,PENDING_BASE_UNIV3_RPC_VALIDATION,WETH/USDT,500,,,public_base_mainnet_uniswap_v3_factory_pool_listing,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet; pool_address_placeholder_pending_rpc_validation
base,uniswap_v3,v3,PENDING_BASE_UNIV3_RPC_VALIDATION,USDC/USDT,100,,,public_base_mainnet_uniswap_v3_factory_pool_listing,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet; pool_address_placeholder_pending_rpc_validation
base,uniswap_v3,v3,PENDING_BASE_UNIV3_RPC_VALIDATION,WETH/DAI,500,,,public_base_mainnet_uniswap_v3_factory_pool_listing,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet; pool_address_placeholder_pending_rpc_validation
base,aerodrome,aerodrome_classic,PENDING_AERODROME_RPC_VALIDATION,WETH/USDC,,,,aerodrome_pool_factory_getPool_pending,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet
base,aerodrome,aerodrome_classic,PENDING_AERODROME_RPC_VALIDATION,WETH/USDT,,,,aerodrome_pool_factory_getPool_pending,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet
base,aerodrome,aerodrome_classic,PENDING_AERODROME_RPC_VALIDATION,USDC/USDT,,,,aerodrome_pool_factory_getPool_pending,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet
base,aerodrome,aerodrome_classic,PENDING_AERODROME_RPC_VALIDATION,WETH/AERO,,,,aerodrome_pool_factory_getPool_pending,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,True,False,evm_collector_not_wired_into_smoke_mode_yet
base,aerodrome,aerodrome_slipstream,PENDING_AERODROME_RPC_VALIDATION,WETH/USDC,,,,aerodrome_pool_factory_getPool_pending,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,False,False,slipstream_custom_tick_math_adapter_not_implemented
bsc,pancakeswap_v3,v3,0x172fcD41E0913e95784454622d1c3724f546f849,WBNB/USDT,100,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0x36696169C63e42cd08ce11f5deeBbCeBae652050,WBNB/USDT,500,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0x1401ff943D08a7E098328C1d3a9d388923B115D2,WBNB/USDT,2500,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0x6805E0E5333c5c3acCF2930Be4734E2b98f4Ce06,WBNB/USDT,10000,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0xf2688Fb5B81049DFB7703aDa5e770543770612C4,WBNB/USDC,100,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0x81A9b5F18179cE2bf8f001b8a634Db80771F1824,WBNB/USDC,500,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0xc721dECCD986D54B39e8c29428A1f06155c3671e,WBNB/USDC,2500,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v3,v3,0x18C5aFFA481e7EDbF37405AdE553827d6387899f,WBNB/USDC,10000,,,reports/lp_bsc_pancakeswap_v3_precise_quote/20260602_235959/bsc_quote_target_candidates.csv,verified_in_bsc_precise_quote_research_artifact,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v2,v2,0x16b9a82891338f9bA80E2D6970FddA79D1d0E162,WBNB/USDT,2000,,,public_bsc_mainnet_pancakeswap_v2_factory_pairs,inferred_mainnet_well_known_with_publicly_documented_address,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v2,v2,0x58F876857a02D6762E0101bb5C46A8c1ED44Dc16,WBNB/BUSD,2000,,,public_bsc_mainnet_pancakeswap_v2_factory_pairs,inferred_mainnet_well_known_with_publicly_documented_address,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v2,v2,PENDING_BSC_PANCAKE_V2_RPC_VALIDATION,WBNB/USDC,2000,,,pending_rpc_validation,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v2,v2,PENDING_BSC_PANCAKE_V2_RPC_VALIDATION,USDT/BUSD,2000,,,pending_rpc_validation,inferred_mainnet_well_known_not_rpc_validated_this_stage,True,False,False,bsc_chain_adapter_not_implemented_yet
bsc,pancakeswap_v2,v2,0xA39Af17CE4a8eb807E076805Da1e2C8bAc8530b2,WBNB/CAKE,2000,,,public_bsc_mainnet_pancakeswap_v2_factory_pairs,inferred_mainnet_well_known_with_publicly_documented_address,True,False,False,bsc_chain_adapter_not_implemented_yet
