variant_name,capacity_usd,window,horizon,retained_sample_count,opportunity_retention_rate,false_filter_rate,missed_profit_rate,fee_minus_exit_cost_median,fee_minus_exit_cost_p10,tail_improvement_p10,tail_improvement_p5,tail_improvement_p1,primary_failure_reason
exit_depth_soft_10usd,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,20,recent_72h,15m,116,0.28668941979522183,0.7133105802047781,0.18756385873613357,-0.30243577397938,-0.322284829888739,-0.19118651121960809,-10.531589210095065,-0.06308184817529927,over_filtering
fee_velocity_rank_top50,20,recent_72h,15m,193,0.49829351535836175,0.5017064846416383,0.08105183105892111,-0.277030541192965,-0.319943263640724,-0.003158373769412401,-0.735879334539786,-0.06308184817529927,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_72h,15m,185,0.4880546075085324,0.5119453924914675,0.30754647137004554,-0.27476114788918,-0.319310299270818,0.015453195484850905,0.37282238186368105,-0.04102059463719954,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_72h,15m,153,0.3822525597269625,0.6177474402730375,0.9114056093449873,-0.171577568399587,-0.219966036675213,-0.09964413139794409,-0.41380716371916193,7.96636027049097,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_72h,15m,1,0.0034129692832764505,0.9965870307167235,0.9999212672354177,-0.219146155906348,-0.219146155906348,0.0842072917924445,0.5830696189051596,11.202030595943926,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_72h,15m,43,0.11604095563139932,0.8839590443686007,0.9689209369318912,-0.190531952190949,-0.219146155906348,-0.002585700553145498,0.373294419147275,10.871496210665075,over_filtering
retention_floor_30pct,50,recent_72h,15m,23,0.05802047781569966,0.9419795221843004,0.997873851037996,-0.625235323926354,-0.648797082997851,0.022498805420269406,0.399218195714771,11.002241330746692,over_filtering
retention_floor_50pct,50,recent_72h,15m,190,0.49146757679180886,0.5085324232081911,0.9031697045943438,-0.864533074184111,-1.22009681814408,-0.023014048201621493,0.05824245941160899,7.96636027049097,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_72h,15m,370,0.9658703071672355,0.034129692832764506,0.00023354670109403393,-1.26652191918898,-1.64097660757149,-0.002585700553145498,-0.41380716371916193,0.0,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_72h,15m,176,0.45051194539249145,0.5494880546075085,0.9068425424041079,-0.86188707412071,-1.22072787749638,-0.023014048201621493,0.0,7.96636027049097,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_72h,15m,116,0.28668941979522183,0.7133105802047781,0.18756385873613357,-1.5805876331685,-1.6912131822273,-0.19118651121960809,-10.531589210095065,-0.06308184817529927,over_filtering
fee_velocity_rank_top50,50,recent_72h,15m,193,0.49829351535836175,0.5017064846416383,0.08105183105892111,-1.43899564356547,-1.67816283550542,-0.003158373769412401,-0.735879334539786,-0.06308184817529927,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_72h,15m,185,0.4880546075085324,0.5119453924914675,0.30759044907741706,-1.40227791754583,-1.66670690981409,0.014930768527753803,0.37282238186368105,-0.04102059463719954,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_72h,15m,190,0.49146757679180886,0.5085324232081911,0.9031697045943438,-0.864533074184111,-1.22009681814408,-0.023014048201621493,0.05824245941160899,7.96636027049097,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,50,recent_72h,15m,27,0.07849829351535836,0.9215017064846417,0.9947540944644776,-1.24065859335299,-1.26816903401105,0.07066207436790277,0.5639316051255161,11.09480925594986,over_filtering
hybrid_fee_depth_plus_regime_soft,50,recent_72h,15m,76,0.20819112627986347,0.7918088737201365,0.9645541732362981,-1.10471921395918,-1.26209146545181,-0.0010737265278737973,0.47382635610773494,10.871496210665075,over_filtering
retention_floor_30pct,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,10,recent_72h,2h,109,0.2595419847328244,0.7404580152671756,0.9071815733769204,-0.0557441093373739,-0.0631943916233038,-1.8538419802397499,-0.013202684296099942,8.13665976577172,over_filtering
false_filter_cap_50pct,10,recent_72h,2h,215,0.5419847328244275,0.4580152671755725,0.8465254405339643,-0.0652185002807311,-0.0799940365952497,0.05535201389052302,0.36128579545379,8.48980936707053,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_72h,2h,103,0.2366412213740458,0.7633587786259542,0.9138407697662512,-0.0557507262183756,-0.0631126667674701,-1.8538419802397499,-0.013202684296099942,8.13665976577172,over_filtering
fee_cost_nonnegative_median,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_72h,2h,116,0.29389312977099236,0.7061068702290076,0.1571984883463467,-0.0918543817221814,-0.0969379704119469,-9.866650975648241,-8.4394415846287,-0.029397188162400667,over_filtering
fee_velocity_rank_top50,10,recent_72h,2h,193,0.5229007633587787,0.4770992366412214,0.10679119093913064,-0.0853477562434151,-0.0963382669439517,-0.97752867692698,-8.1187061735271,-0.029397188162400667,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_72h,2h,185,0.5,0.5,0.2499211528026479,-0.0847665914785125,-0.0961761552889909,0.271383662695493,0.0,-0.019509500421401427,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_72h,2h,109,0.2595419847328244,0.7404580152671756,0.9071815733769204,-0.0557441093373739,-0.0631943916233038,-1.8538419802397499,-0.013202684296099942,8.13665976577172,over_filtering
small_cap_10usd_lenient,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_72h,2h,27,0.06870229007633588,0.9312977099236641,0.9823141629818372,-0.0587208227214603,-0.0648795059901873,-2.21512777569354,-0.022598044623519886,8.62085441940933,over_filtering
retention_floor_30pct,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,20,recent_72h,2h,153,0.36259541984732824,0.6374045801526718,0.8730094132837873,-0.167109221092787,-0.217466557624117,-0.10266995836941495,0.021111363532269944,8.13665976577172,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_72h,2h,264,0.6755725190839694,0.3244274809160305,0.7691189079978842,-0.214666959373732,-0.266088765055915,0.05535201389052302,0.44938712052001994,8.064663520615879,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_72h,2h,141,0.3244274809160305,0.6755725190839694,0.8935752011901387,-0.166967504058449,-0.217110639375102,-0.35409229589733193,0.021111363532269944,8.13665976577172,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,20,recent_72h,2h,116,0.29389312977099236,0.7061068702290076,0.1571984883463467,-0.292635774094552,-0.311676101915597,-9.866650975648241,-8.4394415846287,-0.029397188162400667,over_filtering
fee_velocity_rank_top50,20,recent_72h,2h,193,0.5229007633587787,0.4770992366412214,0.10679119093913064,-0.268265591117092,-0.309429941364792,-0.97752867692698,-8.1187061735271,-0.029397188162400667,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_72h,2h,185,0.5,0.5,0.2499482180993409,-0.266088765055915,-0.308822763329538,0.271383662695493,0.0,-0.019509500421401427,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_72h,2h,153,0.36259541984732824,0.6374045801526718,0.8730094132837873,-0.167109221092787,-0.217466557624117,-0.10266995836941495,0.021111363532269944,8.13665976577172,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_72h,2h,1,0.003816793893129771,0.9961832061068703,0.9998542635868737,-0.212739589909379,-0.212739589909379,0.5899787809087756,2.8051065566023157,11.465223772217314,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_72h,2h,43,0.11450381679389313,0.8854961832061069,0.9678511916010143,-0.185291280815621,-0.212739589909379,-2.17047944201238,0.0,8.62085441940933,over_filtering
retention_floor_30pct,50,recent_72h,2h,23,0.05725190839694656,0.9427480916030534,0.9886411735528524,-0.618195585721446,-0.641326716367583,0.40593306974167903,2.604608250675766,10.942895402050082,over_filtering
retention_floor_50pct,50,recent_72h,2h,190,0.4732824427480916,0.5267175572519084,0.856964385688623,-0.85311979052764,-1.20280458676218,0.0,0.2592851179010798,8.13665976577172,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_72h,2h,370,0.950381679389313,0.04961832061068702,0.0703928680135358,-1.24776155719791,-1.61537271392341,-0.001754328291210916,-0.013202684296099942,0.0,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_72h,2h,176,0.4312977099236641,0.5687022900763359,0.880420307541457,-0.850522159481458,-1.21650783705765,-0.0009209862739919528,0.04464833368116006,8.13665976577172,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_72h,2h,116,0.29389312977099236,0.7061068702290076,0.1571984883463467,-1.55608763345643,-1.66469136229445,-9.866650975648241,-8.4394415846287,-0.029397188162400667,over_filtering
fee_velocity_rank_top50,50,recent_72h,2h,193,0.5229007633587787,0.4770992366412214,0.10679119093913064,-1.41708326837578,-1.65187952981559,-0.97752867692698,-8.1187061735271,-0.029397188162400667,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_72h,2h,185,0.5076335877862596,0.49236641221374045,0.23373012182593164,-1.38103683950671,-1.64063296903428,0.299355313188425,0.021111363532269944,-0.019509500421401427,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_72h,2h,190,0.4732824427480916,0.5267175572519084,0.856964385688623,-0.85311979052764,-1.20280458676218,0.0,0.2592851179010798,8.13665976577172,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_72h,2h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,50,recent_72h,2h,27,0.08778625954198473,0.9122137404580153,0.9892119712878873,-1.22237092824576,-1.2493788193958,0.37471152987155604,2.569470023517093,11.22935479084981,over_filtering
hybrid_fee_depth_plus_regime_soft,50,recent_72h,2h,76,0.21374045801526717,0.7862595419847328,0.9387482899503552,-1.08891630405995,-1.24341227602005,0.35410979954127103,0.021111363532269944,8.62085441940933,over_filtering
retention_floor_30pct,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,10,recent_48h,30m,104,0.26331360946745563,0.7366863905325444,0.7995351472747377,-0.0503775095907624,-0.0517896901335449,-0.30084596975645717,-0.018287883929334003,0.594716637308101,over_filtering
false_filter_cap_50pct,10,recent_48h,30m,264,0.6834319526627219,0.3165680473372781,0.5675725011166496,-0.0773854368649089,-0.0828827210936747,0.0,0.07005966104682804,0.594016629455354,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_48h,30m,87,0.22189349112426035,0.7781065088757396,0.8444810356553523,-0.0503775095907624,-0.0517324161988101,0.0,-0.03962732931216195,0.594016629455354,over_filtering
fee_cost_nonnegative_median,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_48h,30m,108,0.2869822485207101,0.7130177514792899,0.5272902489018737,-0.0976367498810188,-0.101384175979428,0.011638010505393297,-0.3535417893038829,-0.6471103455315199,over_filtering
fee_velocity_rank_top50,10,recent_48h,30m,196,0.5088757396449705,0.4911242603550296,0.3549733277174421,-0.0864710153328393,-0.101384175979428,-0.0834996395545442,-0.19602620986929098,-0.6471103455315199,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_48h,30m,169,0.4467455621301775,0.5532544378698225,0.46071219953176346,-0.0874718415273896,-0.101384175979428,0.017402479221557698,-0.19602620986929098,-0.6471103455315199,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_48h,30m,104,0.26331360946745563,0.7366863905325444,0.7995351472747377,-0.0503775095907624,-0.0517896901335449,-0.30084596975645717,-0.018287883929334003,0.594716637308101,over_filtering
small_cap_10usd_lenient,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_48h,30m,4,0.005917159763313609,0.9940828402366864,0.9967934496499026,-0.0669249833964801,-0.0669249833964801,-0.7235056272368022,-0.21266830875700593,0.648734615918726,over_filtering
retention_floor_30pct,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,20,recent_48h,30m,127,0.3106508875739645,0.6893491124260355,0.7955030860037003,-0.135809090349815,-0.216857686228478,-0.1735489974114432,0.046176682274436054,0.594716637308101,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_48h,30m,312,0.8106508875739645,0.1893491124260355,0.3130967119270188,-0.239840717339765,-0.266033957105206,0.009560161331413398,0.046176682274436054,0.30560038826063995,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_48h,30m,99,0.2514792899408284,0.7485207100591716,0.8407165147740954,-0.135584764657881,-0.214122094374609,-0.1735489974114432,-0.03962732931216195,0.594016629455354,over_filtering
fee_cost_nonnegative_median,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,20,recent_48h,30m,108,0.2869822485207101,0.7130177514792899,0.5272902489018737,-0.306786172381973,-0.320404469943929,0.011638010505393297,-0.3535417893038829,-0.6471103455315199,over_filtering
fee_velocity_rank_top50,20,recent_48h,30m,196,0.5088757396449705,0.4911242603550296,0.3549733277174421,-0.266209430797937,-0.320404469943929,-0.0834996395545442,-0.19602620986929098,-0.6471103455315199,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_48h,30m,169,0.4467455621301775,0.5532544378698225,0.46071219953176346,-0.269846466698233,-0.320404469943929,0.017402479221557698,-0.19602620986929098,-0.6471103455315199,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_48h,30m,127,0.3106508875739645,0.6893491124260355,0.7955030860037003,-0.135809090349815,-0.216857686228478,-0.1735489974114432,0.046176682274436054,0.594716637308101,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_48h,30m,15,0.03254437869822485,0.9674556213017751,0.9930720039470249,-0.214122094374609,-0.216857686228478,-0.7068635283490873,-0.21266830875700593,0.648734615918726,over_filtering
retention_floor_30pct,50,recent_48h,30m,54,0.13609467455621302,0.863905325443787,0.9512026381940302,-0.64883036535126,-0.651995801968457,-0.4290906789475162,-0.03962732931216195,0.594016629455354,over_filtering
retention_floor_50pct,50,recent_48h,30m,216,0.5591715976331361,0.4408284023668639,0.612734289230152,-1.09112433854104,-1.26185768269971,0.009560161331413398,0.08174663953228006,0.648734615918726,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_48h,30m,384,1.0,0.0,0.0,-1.26185768269971,-1.67469956765583,0.0,0.0,0.0,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_48h,30m,178,0.47633136094674555,0.5236686390532544,0.6608133661065598,-1.09112433854104,-1.26185768269971,0.030690615459779122,0.08174663953228006,0.594716637308101,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_48h,30m,108,0.2869822485207101,0.7130177514792899,0.5272902489018737,-1.60924005521699,-1.68538448600721,0.011638010505393297,-0.3535417893038829,-0.6471103455315199,over_filtering
fee_velocity_rank_top50,50,recent_48h,30m,196,0.5088757396449705,0.4911242603550296,0.3549733277174421,-1.38236195290412,-1.68538448600721,-0.0834996395545442,-0.19602620986929098,-0.6471103455315199,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_48h,30m,169,0.4467455621301775,0.5532544378698225,0.46071219953176346,-1.40269780429433,-1.68538448600721,0.017402479221557698,-0.19602620986929098,-0.6471103455315199,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_48h,30m,216,0.5591715976331361,0.4408284023668639,0.612734289230152,-1.09112433854104,-1.26185768269971,0.009560161331413398,0.08174663953228006,0.648734615918726,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_48h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,50,recent_48h,30m,11,0.03254437869822485,0.9674556213017751,0.9533510716117292,-1.26185768269971,-1.26185768269971,0.0404180045373253,0.5509681311074266,1.4123710557831586,over_filtering
hybrid_fee_depth_plus_regime_soft,50,recent_48h,30m,51,0.13313609467455623,0.8668639053254438,0.9385686542122803,-1.19775094555946,-1.26185768269971,0.020404243463500428,0.329831168836327,0.648734615918726,over_filtering
retention_floor_30pct,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,10,recent_48h,1h,104,0.2532467532467532,0.7467532467532467,0.8060009193026991,-0.0499493300417476,-0.0513314674251444,-0.10181340650754095,0.03053498281179401,1.019495047630908,over_filtering
false_filter_cap_50pct,10,recent_48h,1h,264,0.6753246753246753,0.3246753246753247,0.5665042255389303,-0.076382622980823,-0.0826617052155031,0.0,0.08523808491326501,0.45817781627463994,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_48h,1h,87,0.21428571428571427,0.7857142857142857,0.8383407648997718,-0.0499493300417476,-0.0512754118907106,-0.10181340650754095,0.0,1.0143086954151719,over_filtering
fee_cost_nonnegative_median,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_48h,1h,108,0.288961038961039,0.711038961038961,0.5038449161077566,-0.0962030793745776,-0.0998707782181837,-0.21579410546181094,-0.615008686789316,-0.17469619541942993,over_filtering
fee_velocity_rank_top50,10,recent_48h,1h,196,0.5032467532467533,0.4967532467532468,0.3346478352046764,-0.0852749055830169,-0.0998707782181837,0.212540114101743,-0.108968871223039,-0.17469619541942993,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_48h,1h,169,0.4448051948051948,0.5551948051948052,0.40981293545268016,-0.0862544432776203,-0.0998707782181837,0.212540114101743,-0.108968871223039,-0.17469619541942993,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_48h,1h,104,0.2532467532467532,0.7467532467532467,0.8060009193026991,-0.0499493300417476,-0.0513314674251444,-0.10181340650754095,0.03053498281179401,1.019495047630908,over_filtering
small_cap_10usd_lenient,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_48h,1h,4,0.003246753246753247,0.9967532467532467,0.9990743372182082,-0.0661447300394655,-0.0661447300394655,-0.289869004374856,0.03053498281179401,1.0574671753913498,over_filtering
retention_floor_30pct,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,20,recent_48h,1h,127,0.30194805194805197,0.698051948051948,0.8020350954190913,-0.134943773623977,-0.215043315699009,-0.080143515057091,0.0520088010671671,1.019495047630908,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_48h,1h,312,0.7987012987012987,0.2012987012987013,0.30434429979267885,-0.238317814816135,-0.263643790932758,-0.011152791929327,0.03053498281179401,0.41192350579023995,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_48h,1h,99,0.24025974025974026,0.7597402597402597,0.8348230104563108,-0.134722074300714,-0.212339755169558,-0.10172447855302497,0.0,1.0143086954151719,over_filtering
fee_cost_nonnegative_median,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,20,recent_48h,1h,108,0.288961038961039,0.711038961038961,0.5038449161077566,-0.303918831369091,-0.317377674421442,-0.21579410546181094,-0.615008686789316,-0.17469619541942993,over_filtering
fee_velocity_rank_top50,20,recent_48h,1h,196,0.5032467532467533,0.4967532467532468,0.3346478352046764,-0.263817211298292,-0.317377674421442,0.212540114101743,-0.108968871223039,-0.17469619541942993,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_48h,1h,169,0.4448051948051948,0.5551948051948052,0.40981293545268016,-0.267411670198695,-0.317377674421442,0.212540114101743,-0.108968871223039,-0.17469619541942993,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_48h,1h,127,0.30194805194805197,0.698051948051948,0.8020350954190913,-0.134943773623977,-0.215043315699009,-0.080143515057091,0.0520088010671671,1.019495047630908,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_48h,1h,15,0.025974025974025976,0.974025974025974,0.9956659472499352,-0.212339755169558,-0.215043315699009,-0.26839518611948293,0.03053498281179401,1.0574671753913498,over_filtering
retention_floor_30pct,50,recent_48h,1h,54,0.1266233766233766,0.8733766233766234,0.9470559053030022,-0.646690213497053,-0.64983907607554,-0.10181340650754095,-0.00718056918020793,1.0143086954151719,over_filtering
retention_floor_50pct,50,recent_48h,1h,216,0.551948051948052,0.44805194805194803,0.6007972651387974,-1.08666849052841,-1.25650804483082,0.03699603360890302,0.21859058067910908,1.019751623399348,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_48h,1h,384,1.0,0.0,0.0,-1.25650804483082,-1.6671885216719,0.0,0.0,0.0,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_48h,1h,178,0.474025974025974,0.525974025974026,0.6449342894092127,-1.08666849052841,-1.25650804483082,0.047035609482877994,0.21859058067910908,1.019495047630908,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_48h,1h,108,0.288961038961039,0.711038961038961,0.5038449161077566,-1.60207170268479,-1.67781749720099,-0.21579410546181094,-0.615008686789316,-0.17469619541942993,over_filtering
fee_velocity_rank_top50,50,recent_48h,1h,196,0.5032467532467533,0.4967532467532468,0.3346478352046764,-1.37638140415501,-1.67781749720099,0.212540114101743,-0.108968871223039,-0.17469619541942993,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_48h,1h,169,0.4448051948051948,0.5551948051948052,0.40981293545268016,-1.39661081304548,-1.67781749720099,0.212540114101743,-0.108968871223039,-0.17469619541942993,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_48h,1h,216,0.551948051948052,0.44805194805194803,0.6007972651387974,-1.08666849052841,-1.25650804483082,0.03699603360890302,0.21859058067910908,1.019751623399348,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_48h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
